판례일련번호,사건명,사건번호,선고일자,법원명,사건종류명,사건종류코드,판결유형,선고,판례상세링크
105539,소유권이전등기말소,87다카2691,1989.9.12,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=105539&type=HTML&mobileYn=
105553,소유권이전등기말소등,89다카623,1989.9.12,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=105553&type=HTML&mobileYn=
160531,사해 행위 취소등,88다카23186,1989.9.12,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=160531&type=HTML&mobileYn=
139265,전부금,88다카25120,1989.9.12,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=139265&type=HTML&mobileYn=
105469,건물철거,88다카21289,1989.8.8,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=105469&type=HTML&mobileYn=
105476,소유권이전등기,88다카28143,1989.8.8,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=105476&type=HTML&mobileYn=
105007,손해배상(기),88다1936,1989.3.28,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=105007&type=HTML&mobileYn=
105014,소유권이전등기,88다카11602,1989.3.28,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=105014&type=HTML&mobileYn=
105000,손해배상(기),86다카2972,1989.3.28,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=105000&type=HTML&mobileYn=
104839,보험금,87다카2973,1989.2.14,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=104839&type=HTML&mobileYn=
104846,손해배상(기),88다카60,1989.2.14,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=104846&type=HTML&mobileYn=
104692,소유권이전등기,88다카132,1988.12.20,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=104692&type=HTML&mobileYn=
104433,손해배상,86다카774,1988.9.13,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=104433&type=HTML&mobileYn=
104440,손해배상(자),88다카80,1988.9.13,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=104440&type=HTML&mobileYn=
104398,토지소유권이전등기말소등기,88다카2332,1988.8.9,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=104398&type=HTML&mobileYn=
103698,예탁금반환,87다카946,1987.10.28,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=103698&type=HTML&mobileYn=
103705,대여금,87다카1391,1987.10.28,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=103705&type=HTML&mobileYn=
103649,소유권이전등기말소,87다카175,1987.10.13,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=103649&type=HTML&mobileYn=
103642,양수금,85다카1080,1987.10.13,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=103642&type=HTML&mobileYn=
103656,손해배상(기),87다카1613,1987.10.13,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=103656&type=HTML&mobileYn=
103509,건물명도,87다카793,1987.8.25,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=103509&type=HTML&mobileYn=
201264,손해배상(기),87다카515,1987.7.21,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=201264&type=HTML&mobileYn=
165025,보험금,87다카831,1987.7.21,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=165025&type=HTML&mobileYn=
103404,소유권이전등기말소등,86다카2952,1987.7.21,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=103404&type=HTML&mobileYn=
102970,손해배상,86다카112,1987.4.14,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=102970&type=HTML&mobileYn=
102984,부당이득금반환,86다카2215,1987.4.14,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=102984&type=HTML&mobileYn=
102963,약속어음금,85다카1189,1987.4.14,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=102963&type=HTML&mobileYn=
102851,손해배상,86다카2224,1987.3.10,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=102851&type=HTML&mobileYn=
102837,소유권이전등기말소등,85다카2508,1987.3.10,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=102837&type=HTML&mobileYn=
102844,손해배상,86다카1115,1987.3.10,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=102844&type=HTML&mobileYn=
102529,집행방법에관한이의기각결정,86마902,1986.11.18,대법원,민사,400101,결정,자,/DRF/lawService.do?OC=o480vt&target=prec&ID=102529&type=HTML&mobileYn=
102270,"약속어음금,약속어음반환",86다카841,1986.10.14,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=102270&type=HTML&mobileYn=
101920,소유권확인,85다620,1986.7.22,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=101920&type=HTML&mobileYn=
101927,건물철거등,85다카2307,1986.7.22,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=101927&type=HTML&mobileYn=
145355,손해배상,86다249,1986.7.22,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=145355&type=HTML&mobileYn=
101528,위자료등,85다카2013,1986.3.11,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=101528&type=HTML&mobileYn=
205961,구상금,85다카2317,1986.3.11,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=205961&type=HTML&mobileYn=
100807,부동산경락허가결정에대한재항고,85마269,1985.7.23,대법원,민사,400101,결정,자,/DRF/lawService.do?OC=o480vt&target=prec&ID=100807&type=HTML&mobileYn=
206703,부동산경락허가결정,85그63,1985.6.14,대법원,민사,400101,결정,자,/DRF/lawService.do?OC=o480vt&target=prec&ID=206703&type=HTML&mobileYn=
206724,소유권이전등기,84다카2377,1985.3.12,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=206724&type=HTML&mobileYn=
