판례일련번호,사건명,사건번호,선고일자,법원명,사건종류명,사건종류코드,판결유형,선고,판례상세링크
100191,손해배상,84다501,1985.3.12,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=100191&type=HTML&mobileYn=
206731,손해배상,84다582,1985.3.12,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=206731&type=HTML&mobileYn=
100058,소유권이전등기ㆍ건물명도,84다카1750,1985.1.29,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=100058&type=HTML&mobileYn=
100044,부동산경락허가결정,84그75,1984.11.15,대법원,민사,400101,결정,자,/DRF/lawService.do?OC=o480vt&target=prec&ID=100044&type=HTML&mobileYn=
99834,부동산경락허가결정,84마266,1984.9.27,대법원,민사,400101,결정,자,/DRF/lawService.do?OC=o480vt&target=prec&ID=99834&type=HTML&mobileYn=
99526,손해배상,84다카597,1984.7.24,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=99526&type=HTML&mobileYn=
98966,손해배상,83다카2266,1984.3.13,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=98966&type=HTML&mobileYn=
98728,동산인도,83다카659,1984.2.14,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=98728&type=HTML&mobileYn=
98784,소유권이전등기말소,83다601,1984.2.14,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=98784&type=HTML&mobileYn=
206528,판결경정,83그27,1983.10.17,대법원,민사,400101,결정,자,/DRF/lawService.do?OC=o480vt&target=prec&ID=206528&type=HTML&mobileYn=
98091,토지경계확인등·소유권이전등기,83다카857,1983.9.13,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=98091&type=HTML&mobileYn=
98084,원인무효에인한토지소유권이전등기말소등,81다261,1983.9.13,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=98084&type=HTML&mobileYn=
206969,이송결정,83마214,1983.6.21,대법원,민사,400101,결정,자,/DRF/lawService.do?OC=o480vt&target=prec&ID=206969&type=HTML&mobileYn=
97489,지장물철거대집행계고처분효력정지,82그11,1983.3.4,대법원,민사,400101,결정,자,/DRF/lawService.do?OC=o480vt&target=prec&ID=97489&type=HTML&mobileYn=
97062,증권거래법위반,82마762,1982.11.27,대법원,민사,400101,결정,자,/DRF/lawService.do?OC=o480vt&target=prec&ID=97062&type=HTML&mobileYn=
96775,원인무효에인한토지소유권이전등기말소,82다카233,1982.9.14,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=96775&type=HTML&mobileYn=
96796,건물철거등,82다카1093,1982.9.14,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=96796&type=HTML&mobileYn=
96607,소유권이전등기말소등기,81다791,1982.6.22,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=96607&type=HTML&mobileYn=
96614,전부금,82다카200,1982.6.22,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=96614&type=HTML&mobileYn=
96684,등기공무원처분에대한이의,82마109,1982.6.12,대법원,민사,400101,결정,자,/DRF/lawService.do?OC=o480vt&target=prec&ID=96684&type=HTML&mobileYn=
207032,소유권이전등기말소,81다462,1981.12.22,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=207032&type=HTML&mobileYn=
96229,동산인도,80다2910,1981.12.22,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=96229&type=HTML&mobileYn=
207053,소유권보존등기말소,81다1340,1981.11.18,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=207053&type=HTML&mobileYn=
95956,손해배상,80다2713,1981.8.11,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=95956&type=HTML&mobileYn=
95865,토지인도등,80다2243,1981.7.7,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=95865&type=HTML&mobileYn=
95858,손해배상등,80다454,1981.7.7,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=95858&type=HTML&mobileYn=
95830,대여금,80다3221,1981.6.23,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=95830&type=HTML&mobileYn=
212051,소유권이전등기,80다2621,1981.6.23,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=212051&type=HTML&mobileYn=
95823,토지인도,80다2664,1981.6.23,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=95823&type=HTML&mobileYn=
95550,부당이득금반환,80다979,1981.1.13,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=95550&type=HTML&mobileYn=
95571,부당이득금반환,80다380,1981.1.13,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=95571&type=HTML&mobileYn=
95529,소유권이전등기말소,80다2176,1980.12.23,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=95529&type=HTML&mobileYn=
95543,근저당권설정등기말소,80다2077,1980.12.23,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=95543&type=HTML&mobileYn=
95242,수표및보증금,80다901,1980.8.12,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=95242&type=HTML&mobileYn=
95158,건물철거,79다2000,1980.7.8,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=95158&type=HTML&mobileYn=
95165,소유권이전등기,80다544,1980.7.8,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=95165&type=HTML&mobileYn=
95172,소유권이전등기말소,80다796,1980.7.8,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=95172&type=HTML&mobileYn=
95179,건물명도,80다1014,1980.7.8,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=95179&type=HTML&mobileYn=
95130,손해배상,80다692,1980.6.24,대법원,민사,400101,판결,선고,/DRF/lawService.do?OC=o480vt&target=prec&ID=95130&type=HTML&mobileYn=
94913,부동산경락허가결정에대한재항고,80마78,1980.3.12,대법원,민사,400101,결정,자,/DRF/lawService.do?OC=o480vt&target=prec&ID=94913&type=HTML&mobileYn=
